CompetenciaIndices,SalarioMinimo,SMReferencia,TetoContribuicao,TetoBeneficio,DataBase,FatorIntegral,FatorProporcional,MultiplicadorMoeda,AjusteMoeda,IndiceAtualizacao,IndiceAcumulado,IndiceRes134,IndiceRes134Acumulado,IndiceSalarios,IndiceSCAcumulado,IPCA,IPCAE,IndiceCondenatorias,IndiceCondenatoriasAcumulado,Selic,Juros
07/2002,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,18980000","1,0000000000","1,0000000000","1,0205000000","3,60463212931997","1,0205000000","1,9118012977","1,0205000000","3,5155942454","1,0119000000","1,0077000000","1,0077000000","3,2109137454","1,54%","1,0000%"
08/2002,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,17630000","1,0000000000","1,0000000000","1,0236000000","3,53222158679076","1,0236000000","1,8733966661","1,0236000000","3,4449723129","1,0065000000","1,0100000000","1,0100000000","3,1863786300","1,44%","1,0000%"
09/2002,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,16630000","1,0000000000","1,0000000000","1,0264000000","3,45078310550094","1,0264000000","1,8302038551","1,0264000000","3,3655454405","1,0072000000","1,0062000000","1,0062000000","3,1548303267","1,38%","1,0000%"
10/2002,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,15670000","1,0000000000","1,0000000000","1,0421000000","3,36202562889803","1,0421000000","1,7831292431","1,0421000000","3,2789803591","1,0131000000","1,0090000000","1,0090000000","3,1353909031","1,65%","1,0000%"
11/2002,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,13880000","1,0000000000","1,0000000000","1,0584000000","3,22620250350065","1,0584000000","1,7110922590","1,0584000000","3,1465121956","1,0302000000","1,0208000000","1,0208000000","3,1074240863","1,54%","1,0000%"
12/2002,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,10150000","1,0000000000","1,0000000000","1,0270000000","3,04818830640651","1,0270000000","1,6166782492","1,0270000000","2,9728951206","1,0210000000","1,0305000000","1,0305000000","3,0441066676","1,74%","1,0000%"
01/2003,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,07250000","1,0000000000","1,0000000000","1,0217000000","2,96805093126243","1,0217000000","1,5741755104","1,0217000000","2,8947372158","1,0225000000","1,0198000000","1,0198000000","2,9540093815","1,97%","1,0000%"
02/2003,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,04670000","1,0000000000","1,0000000000","1,0159000000","2,90501216723346","1,0159000000","1,5407414216","1,0159000000","2,8332555699","1,0157000000","1,0219000000","1,0219000000","2,8966556006","1,83%","1,0000%"
03/2003,"200,00",-,"1.561,56","1.561,56",FALSE,-,"0,03160000","1,0000000000","1,0000000000","1,0166000000","2,85954539544587","1,0166000000","1,5166270515","1,0166000000","2,7889118711","1,0123000000","1,0114000000","1,0114000000","2,8345783351","1,78%","1,0000%"
04/2003,"240,00",-,"1.561,56","1.561,56",FALSE,-,"0,01770000","1,0000000000","1,0000000000","1,0041000000","2,81285205139275","1,0041000000","1,4918621400","1,0041000000","2,7433718976","1,0097000000","1,0114000000","1,0114000000","2,8026283716","1,87%","1,0000%"
05/2003,"240,00",-,"1.561,56","1.561,56",FALSE,-,"0,00380000","1,0000000000","1,0000000000","0,9933000000","2,80136644895205","0,9933000000","1,4857704810","0,9933000000","2,7321700006","1,0061000000","1,0085000000","1,0085000000","2,7710385324","1,97%","1,0000%"
06/2003,"240,00",-,"1.869,34","1.869,34",TRUE,"0,19710000","0,04530000","1,0000000000","1,0000000000","0,9930000000","2,82026220573044","0,9930000000","1,4957922893","0,9930000000","2,7505990140","0,9985000000","1,0022000000","1,0022000000","2,7476832249","1,86%","1,0000%"
07/2003,"240,00",-,"1.869,34","1.869,34",FALSE,-,"0,04590000","1,0000000000","1,0000000000","0,9980000000","2,84014320818776","0,9980000000","1,5063366458","0,9980000000","2,7699889366","1,0020000000","0,9982000000","0,9982000000","2,7416515914","2,08%","1,0000%"
08/2003,"240,00",-,"1.869,34","1.869,34",FALSE,-,"0,04550000","1,0000000000","1,0000000000","1,0062000000","2,84583487794364","1,0062000000","1,5093553566","1,0062000000","2,7755400166","1,0034000000","1,0027000000","1,0027000000","2,7465954633","1,77%","1,0000%"
09/2003,"240,00",-,"1.869,34","1.869,34",FALSE,-,"0,04360000","1,0000000000","1,0000000000","1,0105000000","2,82829942153016","1,0105000000","1,5000550155","1,0105000000","2,7584377029","1,0078000000","1,0057000000","1,0057000000","2,7391996243","1,68%","1,0000%"
10/2003,"240,00",-,"1.869,34","1.869,34",FALSE,-,"0,03510000","1,0000000000","1,0000000000","1,0044000000","2,79891085752613","1,0044000000","1,4844681004","1,0044000000","2,7297750647","1,0029000000","1,0066000000","1,0066000000","2,7236746786","1,64%","1,0000%"
11/2003,"240,00",-,"1.869,34","1.869,34",FALSE,-,"0,03110000","1,0000000000","1,0000000000","1,0048000000","2,78664959928926","1,0048000000","1,4779650542","1,0048000000","2,7178166713","1,0034000000","1,0017000000","1,0017000000","2,7058162911","1,34%","1,0000%"
12/2003,"240,00",-,"1.869,34","1.869,34",FALSE,-,"0,02730000","1,0000000000","1,0000000000","1,0060000000","2,77333757891049","1,0060000000","1,4709047115","1,0060000000","2,7048334707","1,0052000000","1,0046000000","1,0046000000","2,7012242099","1,37%","1,0000%"
01/2004,"240,00",-,"2.400,00","2.400,00",FALSE,-,"0,02180000","1,0000000000","1,0000000000","1,0080000000","2,75679679812176","1,0080000000","1,4621319200","1,0080000000","2,6887012631","1,0076000000","1,0068000000","1,0068000000","2,6888554748","1,27%","1,0000%"
02/2004,"240,00",-,"2.400,00","2.400,00",FALSE,-,"0,01340000","1,0000000000","1,0000000000","1,0108000000","2,73491745845413","1,0108000000","1,4505276984","1,0039000000","2,6673623642","1,0061000000","1,0090000000","1,0090000000","2,6706947505","1,08%","1,0000%"
03/2004,"240,00",-,"2.400,00","2.400,00",FALSE,-,"0,00940000","1,0000000000","1,0000000000","1,0093000000","2,70569594227753","1,0093000000","1,4350293811","1,0057000000","2,6570000639","1,0047000000","1,0040000000","1,0040000000","2,6468728944","1,38%","1,0000%"
04/2004,"240,00",-,"2.400,00","2.400,00",FALSE,-,"0,00370000","1,0000000000","1,0000000000","1,0115000000","2,68076482936444","1,0115000000","1,4218065799","1,0041000000","2,6419410002","1,0037000000","1,0021000000","1,0021000000","2,6363275841","1,18%","1,0000%"
05/2004,"260,00",-,"2.508,72","2.508,72",TRUE,"0,04530000","0,06355000","1,0000000000","1,0000000000","1,0146000000","2,65028653422090","1,0146000000","1,4056417004","1,0040000000","2,6311532718","1,0051000000","1,0054000000","1,0054000000","2,6308028980","1,23%","1,0000%"
06/2004,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,05932000","1,0000000000","1,0000000000","1,0129000000","2,61214915653548","1,0129000000","1,3854146465","1,0050000000","2,6206705895","1,0071000000","1,0056000000","1,0056000000","2,6166728645","1,23%","1,0000%"
07/2004,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,05405000","1,0000000000","1,0000000000","1,0114000000","2,57888158410058","1,0114000000","1,3677704083","1,0073000000","2,6076324273","1,0091000000","1,0093000000","1,0093000000","2,6021010984","1,29%","1,0000%"
08/2004,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,04641000","1,0000000000","1,0000000000","1,0131000000","2,54981370783130","1,0131000000","1,3523535775","1,0050000000","2,5887346643","1,0069000000","1,0079000000","1,0079000000","2,5781245401","1,29%","1,0000%"
09/2004,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,04120000","1,0000000000","1,0000000000","1,0048000000","2,51684306369688","1,0048000000","1,3348668221","1,0017000000","2,5758553873","1,0033000000","1,0049000000","1,0049000000","2,5579169959","1,25%","1,0000%"
10/2004,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,03944000","1,0000000000","1,0000000000","1,0053000000","2,50481992804227","1,0053000000","1,3284900698","1,0017000000","2,5714838648","1,0044000000","1,0032000000","1,0032000000","2,5454443187","1,21%","1,0000%"
11/2004,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,03767000","1,0000000000","1,0000000000","1,0082000000","2,49161437187135","1,0082000000","1,3214861930","1,0044000000","2,5671197612","1,0069000000","1,0063000000","1,0063000000","2,5373248791","1,25%","1,0000%"
12/2004,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,03313000","1,0000000000","1,0000000000","1,0052000000","2,47134930754945","1,0052000000","1,3107381402","1,0086000000","2,5558739159","1,0086000000","1,0084000000","1,0084000000","2,5214398083","1,48%","1,0000%"
01/2005,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,02432000","1,0000000000","1,0000000000","1,0033000000","2,45856477074159","1,0033000000","1,3039575609","1,0057000000","2,5340808209","1,0058000000","1,0068000000","1,0068000000","2,5004361447","1,38%","1,0000%"
02/2005,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,01851000","1,0000000000","1,0000000000","1,0040000000","2,45047819270566","1,0040000000","1,2996686543","1,0044000000","2,5197184259","1,0059000000","1,0074000000","1,0074000000","2,4835480182","1,22%","1,0000%"
03/2005,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,01405000","1,0000000000","1,0000000000","1,0099000000","2,44071533138014","1,0099000000","1,2944906916","1,0073000000","2,5086802328","1,0061000000","1,0035000000","1,0035000000","2,4653047629","1,53%","1,0000%"
04/2005,"260,00",-,"2.508,72","2.508,72",FALSE,-,"0,00670000","1,0000000000","1,0000000000","1,0051000000","2,41678911910104","1,0051000000","1,2818008630","1,0091000000","2,4904995859","1,0087000000","1,0074000000","1,0074000000","2,4567062909","1,41%","1,0000%"
05/2005,"300,00",-,"2.668,15","2.668,15",TRUE,"0,06355000","0,05010000","1,0000000000","1,0000000000","0,9975000000","2,40452603631583","0,9975000000","1,2752968491","1,0070000000","2,4680404180","1,0049000000","1,0083000000","1,0083000000","2,4386602054","1,50%","1,0000%"
06/2005,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,04280000","1,0000000000","1,0000000000","0,9955000000","2,41055241735923","0,9955000000","1,2784930818","0,9989000000","2,4508842284","0,9998000000","1,0012000000","1,0012000000","2,4185859421","1,59%","1,0000%"
07/2005,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,04395000","1,0000000000","1,0000000000","0,9960000000","2,42144893757833","0,9960000000","1,2842723072","1,0003000000","2,4535831699","1,0025000000","1,0011000000","1,0011000000","2,4156871175","1,51%","1,0000%"
08/2005,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,04364000","1,0000000000","1,0000000000","0,9921000000","2,43117363210676","0,9921000000","1,2894300273","1,0000000000","2,4528473157","1,0017000000","1,0028000000","1,0028000000","2,4130327815","1,66%","1,0000%"
09/2005,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,04364000","1,0000000000","1,0000000000","0,9987000000","2,45053284155505","0,9987000000","1,2996976386","1,0015000000","2,4528473157","1,0035000000","1,0016000000","1,0016000000","2,4062951550","1,50%","1,0000%"
10/2005,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,04208000","1,0000000000","1,0000000000","1,0063000000","2,45372268104040","1,0063000000","1,3013894449","1,0058000000","2,4491735554","1,0075000000","1,0056000000","1,0056000000","2,4024512331","1,41%","1,0000%"
11/2005,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,03607000","1,0000000000","1,0000000000","1,0033000000","2,43836100669820","1,0033000000","1,2932420202","1,0054000000","2,4350502639","1,0055000000","1,0078000000","1,0078000000","2,3890724275","1,38%","1,0000%"
12/2005,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,03050000","1,0000000000","1,0000000000","1,0007000000","2,43034088178830","1,0007000000","1,2889883586","1,0040000000","2,4219716171","1,0036000000","1,0038000000","1,0038000000","2,3705818887","1,47%","1,0000%"
01/2006,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,02640000","1,0000000000","1,0000000000","1,0072000000","2,42864083320506","1,0072000000","1,2880866979","1,0038000000","2,4123223278","1,0059000000","1,0051000000","1,0051000000","2,3616077792","1,43%","1,0000%"
02/2006,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,02251000","1,0000000000","1,0000000000","0,9994000000","2,41127961994148","0,9994000000","1,2788787708","1,0023000000","2,4031902051","1,0041000000","1,0052000000","1,0052000000","2,3496246932","1,15%","1,0000%"
03/2006,"300,00",-,"2.668,15","2.668,15",FALSE,-,"0,02017000","1,0000000000","1,0000000000","0,9955000000","2,41272725629525","0,9955000000","1,2796465587","1,0027000000","2,3976755513","1,0043000000","1,0037000000","1,0037000000","2,3374698500","1,42%","1,0000%"
04/2006,"350,00",-,"2.801,56","2.801,56",TRUE,"0,05010000","0,03300000","1,0000000000","1,0000000000","1,0002000000","2,42363360752914","1,0002000000","1,2854309982","1,0012000000","2,3912192593","1,0021000000","1,0017000000","1,0017000000","2,3288530936","1,08%","1,0000%"
05/2006,"350,00",-,"2.801,56","2.801,56",FALSE,-,"0,03170000","1,0000000000","1,0000000000","1,0038000000","2,42314897773359","1,0038000000","1,2851739634","1,0013000000","2,3883532354","1,0010000000","1,0027000000","1,0027000000","2,3249007623","1,28%","1,0000%"
06/2006,"350,00",-,"2.801,56","2.801,56",FALSE,-,"0,03040000","1,0000000000","1,0000000000","1,0067000000","2,41397586942976","1,0067000000","1,2803087900","0,9993000000","2,3852524073","0,9979000000","0,9985000000","0,9985000000","2,3186404331","1,18%","1,0000%"
07/2006,"350,00",-,"2.801,56","2.801,56",FALSE,-,"0,03110000","1,0000000000","1,0000000000","1,0017000000","2,39790987327878","1,0017000000","1,2717878117","1,0011000000","2,3869232536","1,0019000000","0,9998000000","0,9998000000","2,3221236185","1,17%","1,0000%"
08/2006,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,03000000","1,0000000000","1,0000000000","1,0041000000","2,39384034469281","1,0041000000","1,2696294416","0,9998000000","2,3843005230","1,0005000000","1,0019000000","1,0019000000","2,3225881362","1,26%","1,0000%"
09/2006,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,03020000","1,0000000000","1,0000000000","1,0016000000","2,38406567542357","1,0016000000","1,2644452162","1,0016000000","2,3847774785","1,0021000000","1,0005000000","1,0005000000","2,3181835873","1,06%","1,0000%"
10/2006,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,02850000","1,0000000000","1,0000000000","1,0043000000","2,38025726380149","1,0043000000","1,2624253357","1,0043000000","2,3809679298","1,0033000000","1,0029000000","1,0029000000","2,3170250748","1,09%","1,0000%"
11/2006,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,02410000","1,0000000000","1,0000000000","1,0042000000","2,37006598008711","1,0042000000","1,2570201490","1,0042000000","2,3707736033","1,0031000000","1,0037000000","1,0037000000","2,3103251319","1,02%","1,0000%"
12/2006,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,01980000","1,0000000000","1,0000000000","1,0062000000","2,36015333607560","1,0062000000","1,2517627455","1,0062000000","2,3608579997","1,0048000000","1,0035000000","1,0035000000","2,3018084407","0,99%","1,0000%"
01/2007,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,01360000","1,0000000000","1,0000000000","1,0049000000","2,34561055066149","1,0049000000","1,2440496378","1,0049000000","2,3463108723","1,0044000000","1,0052000000","1,0052000000","2,2937802100","1,08%","1,0000%"
02/2007,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,00860000","1,0000000000","1,0000000000","1,0042000000","2,33417310245945","1,0042000000","1,2379835185","1,0042000000","2,3348700092","1,0044000000","1,0046000000","1,0046000000","2,2819142558","0,87%","1,0000%"
03/2007,"350,00",-,"2.801,82","2.801,82",FALSE,-,"0,00440000","1,0000000000","1,0000000000","1,0044000000","2,32441057803171","1,0044000000","1,2328057344","1,0044000000","2,3251045700","1,0037000000","1,0041000000","1,0041000000","2,2714655145","1,05%","1,0000%"
04/2007,"380,00",-,"2.894,28","2.894,28",TRUE,"0,03300000","0,05000000","1,0000000000","1,0000000000","1,0026000000","2,31422797494197","1,0026000000","1,2274051518","1,0026000000","2,3149189268","1,0025000000","1,0022000000","1,0022000000","2,2621905333","0,94%","1,0000%"
05/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,04730000","1,0000000000","1,0000000000","1,0026000000","2,30822658581884","1,0026000000","1,2242221741","1,0026000000","2,3089157458","1,0028000000","1,0026000000","1,0026000000","2,2572246391","1,03%","1,0000%"
06/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,04450000","1,0000000000","1,0000000000","1,0031000000","2,30224075984325","1,0031000000","1,2210474507","1,0031000000","2,3029281327","1,0028000000","1,0029000000","1,0029000000","2,2513710743","0,91%","1,0000%"
07/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,04130000","1,0000000000","1,0000000000","1,0032000000","2,29512586964734","1,0032000000","1,2172739016","1,0032000000","2,2958111182","1,0024000000","1,0024000000","1,0024000000","2,2448609774","0,97%","1,0000%"
08/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,03800000","1,0000000000","1,0000000000","1,0059000000","2,28780489398658","1,0059000000","1,2133910503","1,0059000000","2,2884879568","1,0047000000","1,0042000000","1,0042000000","2,2394862105","0,99%","1,0000%"
09/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,03190000","1,0000000000","1,0000000000","1,0025000000","2,27438601648929","1,0025000000","1,2062740335","1,0025000000","2,2750650728","1,0018000000","1,0029000000","1,0029000000","2,2301197078","0,80%","1,0000%"
10/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,02930000","1,0000000000","1,0000000000","1,0030000000","2,26871423091202","1,0030000000","1,2032658688","1,0030000000","2,2693915938","1,0030000000","1,0024000000","1,0024000000","2,2236710617","0,93%","1,0000%"
11/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,02620000","1,0000000000","1,0000000000","1,0043000000","2,26192844557529","1,0043000000","1,1996668682","1,0043000000","2,2626037825","1,0038000000","1,0023000000","1,0023000000","2,2183470288","0,84%","1,0000%"
12/2007,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,02190000","1,0000000000","1,0000000000","1,0097000000","2,25224379724713","1,0097000000","1,1945303875","1,0097000000","2,2529162426","1,0074000000","1,0070000000","1,0070000000","2,2132565388","0,84%","1,0000%"
01/2008,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,01200000","1,0000000000","1,0000000000","1,0069000000","2,23060691021801","1,0069000000","1,1830547564","1,0069000000","2,2312728956","1,0054000000","1,0070000000","1,0070000000","2,1978714387","0,93%","1,0000%"
02/2008,"380,00",-,"2.894,28","2.894,28",FALSE,-,"0,00510000","1,0000000000","1,0000000000","1,0048000000","2,21532119397956","1,0048000000","1,1749476178","1,0051000000","2,2159826155","1,0049000000","1,0064000000","1,0064000000","2,1825932857","0,80%","1,0000%"
03/2008,"415,00",-,"3.038,99","3.038,99",TRUE,"0,05000000","0,05920000","1,0000000000","1,0000000000","1,0051000000","2,20473844942233","1,0051000000","1,1693348108","1,0051000000","2,2047384494","1,0048000000","1,0023000000","1,0023000000","2,1687135192","0,84%","1,0000%"
04/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,05380000","1,0000000000","1,0000000000","1,0064000000","2,19355133760056","1,0064000000","1,1634014633","1,0064000000","2,1935513376","1,0055000000","1,0059000000","1,0059000000","2,1637369243","0,90%","1,0000%"
05/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,04710000","1,0000000000","1,0000000000","1,0096000000","2,17960188553315","1,0096000000","1,1560030438","1,0096000000","2,1796018855","1,0079000000","1,0056000000","1,0056000000","2,1510457543","0,88%","1,0000%"
06/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,03720000","1,0000000000","1,0000000000","1,0091000000","2,15887666950589","1,0091000000","1,1450109388","1,0091000000","2,1588766695","1,0074000000","1,0090000000","1,0090000000","2,1390669792","0,96%","1,0000%"
07/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,02780000","1,0000000000","1,0000000000","1,0058000000","2,13940805619452","1,0058000000","1,1346853025","1,0058000000","2,1394080562","1,0053000000","1,0063000000","1,0063000000","2,1199870954","1,07%","1,0000%"
08/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,02190000","1,0000000000","1,0000000000","1,0021000000","2,12707104413852","1,0021000000","1,1281420785","1,0021000000","2,1270710441","1,0028000000","1,0035000000","1,0035000000","2,1067147922","1,02%","1,0000%"
09/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,01970000","1,0000000000","1,0000000000","1,0015000000","2,12261355567161","1,0015000000","1,1257779448","1,0015000000","2,1226135557","1,0026000000","1,0026000000","1,0026000000","2,0993670076","1,10%","1,0000%"
10/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,01820000","1,0000000000","1,0000000000","1,0050000000","2,11943440406551","1,0050000000","1,1240918071","1,0050000000","2,1194344041","1,0045000000","1,0030000000","1,0030000000","2,0939228083","1,18%","1,0000%"
11/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,01320000","1,0000000000","1,0000000000","1,0038000000","2,10888995429404","1,0038000000","1,1184993105","1,0038000000","2,1088899543","1,0036000000","1,0049000000","1,0049000000","2,0876598289","1,02%","1,0000%"
12/2008,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,00930000","1,0000000000","1,0000000000","1,0029000000","2,10090650955772","1,0029000000","1,1142651031","1,0029000000","2,1009065096","1,0028000000","1,0029000000","1,0029000000","2,0774801760","1,12%","1,0000%"
01/2009,"415,00",-,"3.038,99","3.038,99",FALSE,-,"0,00640000","1,0000000000","1,0000000000","1,0064000000","2,09483149821290","1,0064000000","1,1110430782","1,0064000000","2,0948314982","1,0048000000","1,0040000000","1,0040000000","2,0714729046","1,05%","1,0000%"
02/2009,"465,00",-,"3.218,90","3.218,90",TRUE,"0,05920000","0,07720000","1,0000000000","1,0000000000","1,0031000000","2,08150983526719","1,0031000000","1,1039776214","1,0031000000","2,0815098353","1,0055000000","1,0063000000","1,0063000000","2,0632200245","0,86%","1,0000%"
03/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,07390000","1,0000000000","1,0000000000","1,0020000000","2,07507709626876","1,0020000000","1,1005658673","1,0020000000","2,0750770963","1,0020000000","1,0011000000","1,0011000000","2,0503031149","0,97%","1,0000%"
04/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,07170000","1,0000000000","1,0000000000","1,0055000000","2,07093522581713","1,0055000000","1,0983691290","1,0055000000","2,0709352258","1,0048000000","1,0036000000","1,0036000000","2,0480502596","0,84%","1,0000%"
05/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,06580000","1,0000000000","1,0000000000","1,0060000000","2,05960738519854","1,0060000000","1,0923611427","1,0060000000","2,0596073852","1,0047000000","1,0059000000","1,0059000000","2,0407037262","0,77%","1,0000%"
06/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,05950000","1,0000000000","1,0000000000","1,0042000000","2,04732344453135","1,0042000000","1,0858460663","1,0042000000","2,0473234445","1,0036000000","1,0038000000","1,0038000000","2,0287341944","0,76%","1,0000%"
07/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,05510000","1,0000000000","1,0000000000","1,0023000000","2,03876064980218","1,0010510000","1,0813045870","1,0023000000","2,0387606498","1,0024000000","1,0022000000","1,0022000000","2,0210541885","0,79%","0,5000%"
08/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,05260000","1,0000000000","1,0000000000","1,0008000000","2,03408226060279","1,0001970000","1,0801693291","1,0008000000","2,0340822606","1,0015000000","1,0023000000","1,0023000000","2,0166176297","0,69%","0,5000%"
09/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,05180000","1,0000000000","1,0000000000","1,0016000000","2,03245629556634","1,0000000000","1,0799565776","1,0016000000","2,0324562956","1,0024000000","1,0019000000","1,0019000000","2,0119900526","0,69%","0,5000%"
10/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,05010000","1,0000000000","1,0000000000","1,0024000000","2,02920956026991","1,0000000000","1,0799565776","1,0024000000","2,0292095603","1,0028000000","1,0018000000","1,0018000000","2,0081745210","0,69%","0,5000%"
11/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,04770000","1,0000000000","1,0000000000","1,0037000000","2,02435111758770","1,0000000000","1,0799565776","1,0037000000","2,0243511176","1,0041000000","1,0044000000","1,0044000000","2,0045663016","0,66%","0,5000%"
12/2009,"465,00",-,"3.218,90","3.218,90",FALSE,-,"0,04380000","1,0000000000","1,0000000000","1,0024000000","2,01688862965796","1,0005330000","1,0799565776","1,0024000000","2,0168886297","1,0037000000","1,0038000000","1,0038000000","1,9957848483","0,73%","0,5000%"
01/2010,"510,00",-,"3.467,40","3.467,40",TRUE,"0,07720000","0,06470000","1,0000000000","1,0000000000","1,0088000000","2,01205968641058","1,0000000000","1,0793812674","1,0088000000","2,0120596864","1,0075000000","1,0052000000","1,0052000000","1,9882295759","0,66%","0,5000%"
02/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,05540000","1,0000000000","1,0000000000","1,0070000000","1,99450801587091","1,0000000000","1,0793812674","1,0070000000","1,9945080159","1,0078000000","1,0094000000","1,0094000000","1,9779442657","0,59%","0,5000%"
03/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,04800000","1,0000000000","1,0000000000","1,0071000000","1,98064351129187","1,0007920000","1,0793812674","1,0071000000","1,9806435113","1,0052000000","1,0055000000","1,0055000000","1,9595247333","0,76%","0,5000%"
04/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,04060000","1,0000000000","1,0000000000","1,0073000000","1,96668008270467","1,0000000000","1,0785270740","1,0073000000","1,9666800827","1,0057000000","1,0048000000","1,0048000000","1,9488062986","0,67%","0,5000%"
05/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,03310000","1,0000000000","1,0000000000","1,0043000000","1,95242736295509","1,0005100000","1,0785270740","1,0043000000","1,9524273630","1,0043000000","1,0063000000","1,0063000000","1,9394967144","0,75%","0,5000%"
06/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,02870000","1,0000000000","1,0000000000","0,9989000000","1,94406787110933","1,0005890000","1,0779773056","0,9989000000","1,9440678711","1,0000000000","1,0019000000","1,0019000000","1,9273543818","0,79%","0,5000%"
07/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,02980000","1,0000000000","1,0000000000","0,9993000000","1,94620870068007","1,0011510000","1,0773427507","0,9993000000","1,9462087007","1,0001000000","0,9991000000","0,9991000000","1,9236993530","0,86%","0,5000%"
08/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,03050000","1,0000000000","1,0000000000","0,9993000000","1,94757200108083","1,0009090000","1,0761041548","0,9993000000","1,9475720011","1,0004000000","0,9995000000","0,9995000000","1,9254322420","0,89%","0,5000%"
09/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,03130000","1,0000000000","1,0000000000","1,0054000000","1,94893625646035","1,0007020000","1,0751268645","1,0054000000","1,9489362565","1,0045000000","1,0031000000","1,0031000000","1,9263954397","0,85%","0,5000%"
10/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,02570000","1,0000000000","1,0000000000","1,0092000000","1,93846852641770","1,0004720000","1,0743726549","1,0092000000","1,9384685264","1,0075000000","1,0062000000","1,0062000000","1,9204420693","0,81%","0,5000%"
11/2010,"510,00",-,"3.467,40","3.467,40",FALSE,-,"0,01640000","1,0000000000","1,0000000000","1,0103000000","1,92079719224900","1,0003360000","1,0738657902","1,0103000000","1,9207971922","1,0083000000","1,0086000000","1,0086000000","1,9086086954","0,81%","0,5000%"
