03/1971;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,00997697620875;2,02265394171764;1,0099769762;1,0727620162;1,0099769762;1575049,15793172;-;-;1,0099769762;0,0016906729;0,00%;1,0000%
04/1971;187,2;-;1872;1872;FALSE;-;-;1;1E-06;1,01158814589666;2,00267331767331;1,0115881459;1,062164823;1,0115881459;1559490,16169075;-;-;1,0115881459;0,0016739717;0,00%;1,0000%
05/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,01427230046948;1,97973189563048;1,0142723005;1,0499973011;1,0142723005;1541625,57955683;-;-;1,0142723005;0,0016547957;0,00%;1,0000%
06/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,01981114608406;1,9518741611243;1,0198111461;1,0352222974;1,0198111461;1519932,64416592;-;-;1,0198111461;0,0016315103;0,00%;1,0000%
07/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,0199709513435;1,91395648951204;1,0199709513;1,0151117699;1,0199709513;1490405,99330794;-;-;1,0199709513;0,0015998161;0,00%;1,0000%
08/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,02100391598434;1,87648137134786;1,021003916;0,9952359609;1,021003916;1461223,9606871;-;-;1,021003916;0,0015684918;0,00%;1,0000%
09/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,02179218967922;1,83787872110048;1,0217921897;0,9747621388;1,0217921897;1431163,91407603;-;-;1,0217921897;0,0015362251;0,00%;1,0000%
10/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,02013308309162;1,79868151240955;1,0201330831;0,9539729787;1,0201330831;1400640,88229656;-;-;1,0201330831;0,0015034613;0,00%;1,0000%
11/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,01639070078608;1,76318319856704;1,0163907008;0,9351456144;1,0163907008;1372998,19554108;-;-;1,0163907008;0,0014737894;0,00%;1,0000%
12/1971;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,01234161592891;1,73474943956431;1,0123416159;0,9200651026;1,0123416159;1350856,70744449;-;-;1,0123416159;0,0014500225;0,00%;1,0000%
01/1972;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,01202860858257;1,71360083618861;1,0120286086;0,9088484441;1,0120286086;1334388,2007705;-;-;1,0120286086;0,0014323451;0,00%;1,0000%
02/1972;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,01333119177642;1,69323359207072;1,0133311918;0,8980461979;1,0133311918;1318528,14184711;-;-;1,0133311918;0,0014153207;0,00%;1,0000%
03/1972;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,0114122681883;1,67095773406757;1,0114122682;0,8862316735;1,0114122682;1301181,83723888;-;-;1,0114122682;0,001396701;0,00%;1,0000%
04/1972;225,6;-;2562;2562;FALSE;-;-;1;1E-06;1,01332079611346;1,65210348601039;1,0133207961;0,8762318803;1,0133207961;1286499,95473125;-;-;1,0133207961;0,0013809414;0,00%;1,0000%
05/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,0168574079802;1,63038545379405;1,016857408;0,8647132119;1,016857408;1269588,03141666;-;-;1,016857408;0,001362788;0,00%;1,0000%
06/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,01794676806084;1,60335701052963;1,0179467681;0,8503780423;1,0179467681;1248540,86861447;-;-;1,0179467681;0,0013401957;0,00%;1,0000%
07/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,01434334379202;1,5750892491009;1,0143433438;0,8353855712;1,0143433438;1226528,64352908;-;-;1,0143433438;0,0013165676;0,00%;1,0000%
08/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,00839593460009;1,5528166658171;1,0083959346;0,8235727837;1,0083959346;1209184,88895863;-;-;1,0083959346;0,0012979506;0,00%;1,0000%
09/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,00715746421268;1,53988786798603;1,0071574642;0,8167156921;1,0071574642;1199117,17954136;-;-;1,0071574642;0,0012871439;0,00%;1,0000%
10/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,00957215373459;1,52894450242673;1,0095721537;0,8109116212;1,0095721537;1190595,5346106;-;-;1,0095721537;0,0012779966;0,00%;1,0000%
11/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,00660824594168;1,51444797360039;1,0066082459;0,8032230467;1,0066082459;1179307,02645311;-;-;1,0066082459;0,0012658795;0,00%;1,0000%
12/1972;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,0114171542743;1,50450582906127;1,0114171543;0,7979499969;1,0114171543;1171565,03655489;-;-;1,0114171543;0,0012575691;0,00%;1,0000%
01/1973;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,00987724001693;1,48752255456926;1,00987724;0,7889425185;1,00987724;1158340,08905604;-;-;1,00987724;0,0012433733;0,00%;1,0000%
02/1973;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,01047925108286;1,47297364038457;1,0104792511;0,7812261602;1,0104792511;1147010,78819899;-;-;1,0104792511;0,0012312124;0,00%;1,0000%
03/1973;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,01202986725664;1,45769805644806;1,0120298673;0,7731243955;1,0120298673;1135115,6265404;-;-;1,0120298673;0,001218444;0,00%;1,0000%
04/1973;268,8;-;2688;2688;FALSE;-;-;1;1E-06;1,0114769777292;1,44037058945653;1,0114769777;0,7639343665;1,0114769777;1121622,65489003;-;-;1,0114769777;0,0012039605;0,00%;1,0000%
05/1973;312;-;3120;3120;FALSE;-;-;1;1E-06;1,01269755504525;1,4240270625736;1,012697555;0,7552661932;1,012697555;1108895,88155344;-;-;1,012697555;0,0011902995;0,00%;1,0000%
06/1973;312;-;5200;5200;FALSE;-;-;1;1E-06;1,01107109510471;1,40617211474354;1,0110710951;0,7457964023;1,0110710951;1094992,15834869;-;-;1,0110710951;0,0011753751;0,00%;1,0000%
07/1973;312;-;6240;6240;FALSE;-;-;1;1E-06;1,0089709762533;1,39077471559793;1,0089709763;0,7376300301;1,0089709763;1083002,13867284;-;-;1,0089709763;0,0011625049;0,00%;1,0000%
08/1973;312;-;6240;6240;FALSE;-;-;1;1E-06;1,00836820083682;1,37840904082536;1,0083682008;0,7310716041;1,0083682008;1073372,93555703;-;-;1,0083682008;0,0011521688;0,00%;1,0000%
09/1973;312;-;6240;6240;FALSE;-;-;1;1E-06;1,00972510373444;1,36696996164838;1,0097251037;0,7250046199;1,0097251037;1064465,27634078;-;-;1,0097251037;0,0011426072;0,00%;1,0000%
10/1973;312;-;6240;6240;FALSE;-;-;1;1E-06;1,00680621548735;1,35380407656766;1,0068062155;0,7180217835;1,0068062155;1054212,94608195;-;-;1,0068062155;0,0011316023;0,00%;1,0000%
11/1973;312;-;6240;6240;FALSE;-;-;1;1E-06;1,00854591836735;1,34465208472351;1,0085459184;0,7131678097;1,0085459184;1047086,25142093;-;-;1,0085459184;0,0011239524;0,00%;1,0000%
12/1973;312;-;6240;6240;FALSE;-;-;1;1E-06;1,01960288352093;1,33325816924653;1,0196028835;0,7071247791;1,0196028835;1038213,76136842;-;-;1,0196028835;0,0011144286;0,00%;1,0000%
01/1974;312;-;6240;6240;FALSE;-;-;1;1E-06;1,01054328950633;1,30762494966911;1,0105432895;0,6935295991;1,0105432895;1018253,0651377;-;-;1,0105432895;0,0010930026;0,00%;1,0000%
02/1974;312;-;6240;6240;FALSE;-;-;1;1E-06;1,01497483736345;1,29398212154564;1,0149748374;0,6862938049;1,0149748374;1007629,33731927;-;-;1,0149748374;0,001081599;0,00%;1,0000%
03/1974;312;-;6240;6240;FALSE;-;-;1;1E-06;1,01257709517475;1,27489083858173;1,0125770952;0,6761682946;1,0125770952;992762,874729729;-;-;1,0125770952;0,0010656412;0,00%;1,0000%
04/1974;312;-;6240;6240;FALSE;-;-;1;1E-06;1,01636211632629;1,25905557676249;1,0163621163;0,6677696917;1,0163621163;980431,889542592;-;-;1,0163621163;0,001052405;0,00%;1,0000%
05/1974;376,8;-;7536;7536;FALSE;-;-;1;1E-06;1,02126909518214;1,238786409428;1,0212690952;0,6570194628;1,0212690952;964648,203424219;-;-;1,0212690952;0,0010354626;0,00%;1,0000%
06/1974;376,8;-;7536;7536;FALSE;-;-;1;1E-06;1,03325279024278;1,21298726777498;1,0332527902;0,6433362822;1,0332527902;944558,302973204;-;-;1,0332527902;0,0010138979;0,00%;1,0000%
07/1974;376,8;-;7536;7536;FALSE;-;-;1;1E-06;1,04398663697105;1,1739501496918;1,043986637;0,6226320299;1,043986637;914159,934425404;-;-;1,043986637;0,000981268;0,00%;1,0000%
08/1974;376,8;-;7536;7536;FALSE;-;-;1;1E-06;1,04768;1,12448771671812;1,04768;0,596398467;1,04768;875643,329188281;-;-;1,04768;0,0009399239;0,00%;1,0000%
09/1974;376,8;-;7536;7536;FALSE;-;-;1;1E-06;1,03746691101609;1,0733121914307;1,037466911;0,5692563254;1,037466911;835792,731738965;-;-;1,037466911;0,0008971479;0,00%;1,0000%
